;DES_test_doc_1.txt;DES_test_doc_2.txt;DES_train_doc_1.txt;DES_train_doc_2.txt;DES_train_doc_3.txt;DES_train_doc_4.txt;DES_train_doc_5.txt;DES_train_doc_6.txt;DES_validation_doc_1.txt;DES_validation_doc_2.txt;ElGamal_test_doc_1.txt;ElGamal_test_doc_2.txt;ElGamal_train_doc_1.txt;ElGamal_train_doc_2.txt;ElGamal_train_doc_3.txt;ElGamal_train_doc_4.txt;ElGamal_train_doc_5.txt;ElGamal_train_doc_6.txt;ElGamal_validation_doc_1.txt;ElGamal_validation_doc_2.txt;RSA_test_doc_1.txt;RSA_test_doc_2.txt;RSA_train_doc_1.txt;RSA_train_doc_2.txt;RSA_train_doc_3.txt;RSA_train_doc_4.txt;RSA_train_doc_5.txt;RSA_train_doc_6.txt;RSA_validation_doc_1.txt;RSA_validation_doc_2.txt
DES_test_doc_1.txt;1.0;0.850909227184;0.848394364952;0.844257095813;0.850827898818;0.848479206438;0.848520172652;0.851114195634;0.852118309898;0.850205541846;0.267664912235;0.26807959206;0.268878024455;0.266845042797;0.268762825871;0.269624290844;0.267365068474;0.268683778355;0.265957725612;0.261472562485;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943;0.917361833943
DES_test_doc_2.txt;0.850909227184;1.0;0.847557380358;0.843301925669;0.850526025975;0.84839181222;0.848996410411;0.849014125982;0.852180619969;0.850628804024;0.265568013358;0.265535221396;0.266676850154;0.265316267681;0.266624792246;0.26714448256;0.264413238547;0.2663690436;0.264822779598;0.259963317995;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216;0.916729549216
DES_train_doc_1.txt;0.848394364952;0.847557380358;1.0;0.840022093203;0.847993825118;0.845070026823;0.844659920315;0.846104518611;0.848915839713;0.846789879072;0.264385672691;0.264930865773;0.265507710955;0.264015949986;0.266258371144;0.265867635127;0.26385655834;0.266111727022;0.262762550879;0.258240383274;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584;0.912918287584
DES_train_doc_2.txt;0.844257095813;0.843301925669;0.840022093203;1.0;0.84475390455;0.842793321822;0.842476726818;0.84263071517;0.844225296948;0.843896138824;0.266100511106;0.26767739719;0.267453448426;0.265960254968;0.267518995719;0.268327646431;0.26683377538;0.267086003189;0.265052356362;0.260474789008;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598;0.909393121598
DES_train_doc_3.txt;0.850827898818;0.850526025975;0.847993825118;0.84475390455;1.0;0.849749384139;0.851277361931;0.849461381095;0.851046979121;0.851723897484;0.267043004248;0.268140684568;0.268881923268;0.266508120415;0.268030578798;0.268551202933;0.266971260279;0.268176933066;0.26602106519;0.261889735942;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729;0.917736007729
DES_train_doc_4.txt;0.848479206438;0.84839181222;0.845070026823;0.842793321822;0.849749384139;1.0;0.847978490824;0.849306254889;0.848705099782;0.849308842343;0.268856354846;0.269725104535;0.269102022762;0.269521839923;0.270292324994;0.270645243385;0.268784123701;0.270500285941;0.267091951901;0.262841993079;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749;0.915630332749
DES_train_doc_5.txt;0.848520172652;0.848996410411;0.844659920315;0.842476726818;0.851277361931;0.847978490824;1.0;0.849728566591;0.851409862131;0.850110465581;0.267429714965;0.268472505737;0.268134775526;0.267979284856;0.269496606338;0.269167741534;0.26707259409;0.268850003491;0.266577854028;0.261683713954;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814;0.916213414814
DES_train_doc_6.txt;0.851114195634;0.849014125982;0.846104518611;0.84263071517;0.849461381095;0.849306254889;0.849728566591;1.0;0.850718435609;0.851286703716;0.268296085347;0.26848218116;0.26859912574;0.267076486387;0.269278428496;0.26929000969;0.267425718997;0.2686888795;0.265902221955;0.262284258246;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232;0.916762838232
DES_validation_doc_1.txt;0.852118309898;0.852180619969;0.848915839713;0.844225296948;0.851046979121;0.848705099782;0.851409862131;0.850718435609;1.0;0.85335490285;0.267727984847;0.268083898613;0.268540701627;0.266112170369;0.268821340641;0.268550015354;0.267599157179;0.268176644247;0.266425942764;0.262193976515;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368;0.918708146368
DES_validation_doc_2.txt;0.850205541846;0.850628804024;0.846789879072;0.843896138824;0.851723897484;0.849308842343;0.850110465581;0.851286703716;0.85335490285;1.0;0.268259791238;0.269182293673;0.269525262673;0.267555557915;0.270312875625;0.27021249141;0.26790308046;0.269047498158;0.266787402208;0.261975436229;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307;0.918251286307
